,PupilMatchingRefAnonymous_AUT20,NCYearActual_AUT20,URN_AUT20,hh_id
4520044,12897,N2,95017,hh_4656261
4520053,12900,N2,95017,hh_4656261
4520058,12903,R,95038,hh_3001963
4520059,12904,N2,95046,hh_3006356
4520068,12909,R,95037,hh_3006757
4520789,12911,R,95023,hh_2623864
4522231,12919,R,95035,hh_2981801
4522300,12920,R,95023,hh_2604627
4522329,12923,R,95040,hh_3000231
4525448,12926,4,95058,hh_3000939
4525451,12928,4,95053,hh_4656987
4525579,12929,R,127257,hh_2996146
4525580,12930,R,127257,hh_3008834
4525601,12931,R,127257,hh_2996370
4527654,12939,5,95031,hh_3008414
4528891,12941,N2,125354,hh_4656205
4528892,12942,N1,95030,hh_2980295
4528893,12943,R,95024,hh_3000785
4530085,12945,5,131819,hh_2995780
4530087,12946,4,95047,hh_3007235
4534805,12948,R,95051,hh_3006796
4535218,12952,4,95039,hh_2604280
4538258,12955,4,95031,hh_3007275
4538652,12957,5,95043,hh_3001956
4538706,12958,R,95033,hh_3000805
4541885,12960,N2,95052,hh_4657101
4545149,12963,R,95037,hh_3005244
4545150,12964,R,95035,hh_2627395
4548899,12966,5,95022,hh_2981817
4573815,12968,3,95060,hh_2981134
4579368,12975,4,95031,hh_3001559
4579369,12976,4,95026,hh_3000534
4584117,12980,4,95022,hh_2626958
4584171,12983,5,95051,hh_2982396
4587246,12986,4,95034,hh_3008467
4588083,12987,4,95042,hh_3007941
4588649,12989,4,95024,hh_3006774
4592869,12992,5,95043,hh_3005853
4602075,12993,10,95067,hh_3015905
4609287,12996,12,95065,hh_3007665
4610702,12999,5,95024,hh_4656727
4612194,13000,R,95056,hh_3001555
4612197,13001,R,95032,hh_2980642
4613593,13002,R,95053,hh_3677717
4613608,13005,N2,95035,hh_2980706
4614006,13006,4,135698,hh_3001434
4614007,13007,6,127257,hh_3008328
4616494,13009,4,125354,hh_1434421
4616495,13010,5,95021,hh_3007808
4619262,13011,4,95039,hh_3005788
4619443,13012,3,95022,hh_3007175
4624313,13014,R,95051,hh_2624556
4624327,13016,R,95056,hh_2979795
4626293,13019,4,95048,hh_2596424
4627060,13020,8,95064,hh_2998413
4627981,13021,R,95034,hh_2979249
4631681,13022,4,95052,hh_4656252
4633476,13023,5,95057,hh_2981301
4637348,13026,4,95020,hh_4656319
4637349,13027,3,95020,hh_4656028
4641642,13029,4,95033,hh_2981677
4642202,13030,5,95059,hh_2996402
4643293,13031,4,127257,hh_2987778
4645824,13032,4,95043,hh_3002072
4651483,13036,R,95021,hh_3007583
4651484,13037,1,127257,hh_2996319
4651514,13039,R,95021,hh_3007698
4653215,13041,9,95064,hh_3007942
4657823,13049,R,95059,hh_3008083
4660193,13050,4,95037,hh_2981931
4662366,13052,13,95066,hh_2623843
4662475,13053,4,127257,hh_3008891
4662476,13054,4,95033,hh_3007109
4662477,13055,4,95032,hh_2981452
4662840,13060,R,95048,hh_1434599
4662855,13061,N2,95047,hh_3001736
4664891,13063,R,95057,hh_2982048
4664940,13064,1,134849,hh_3000857
4667744,13066,5,134849,hh_3001006
4667749,13067,5,127257,hh_3014170
4667750,13068,5,95059,hh_3008887
4671902,13071,4,95042,hh_3007439
4674684,13075,4,95041,hh_2980650
4675777,13078,R,95058,hh_3001511
4675789,13079,R,95048,hh_1434861
4675791,13080,1,95052,hh_4656723
4677556,13084,4,95032,hh_1688016
4679267,13086,R,95024,hh_2981616
4679269,13088,1,95037,hh_3000636
4679846,13090,R,95034,hh_2981129
4679938,13093,R,95044,hh_3008352
4679944,13095,R,95037,hh_3000482
4679945,13096,R,95045,hh_2981689
4679946,13097,R,95027,hh_2981758
4679984,13099,R,95024,hh_3007015
4679987,13100,1,95044,hh_3007547
4679988,13101,1,95040,hh_3001749
4681623,13103,1,95043,hh_3001979
4683755,13108,R,95035,hh_2627080
4683999,13109,4,125354,hh_5042916
4684006,13110,5,95052,hh_4656658
4687557,13112,R,95047,hh_2592887
4687569,13113,1,95027,hh_2981115
4687585,13114,R,135698,hh_2979250
4688311,13116,R,95032,hh_2981195
4688315,13120,R,95032,hh_2980662
4688316,13121,R,95032,hh_3001048
4688318,13122,N2,95017,hh_4656891
4688319,13123,R,95023,hh_2623840
4688320,13124,R,95023,hh_2623794
4688321,13125,N2,95020,hh_4655961
4688322,13126,R,95052,hh_4656467
4688335,13128,R,95020,hh_4655981
4688339,13131,R,95038,hh_3007841
4688341,13133,R,95039,hh_3005941
4688349,13137,1,95038,hh_3001702
4688353,13141,N2,95032,hh_2981573
4688357,13145,R,95032,hh_4995615
4692113,13152,1,95035,hh_3006163
4692259,13155,1,95038,hh_3001665
4694199,13156,5,131819,hh_3007568
4695868,13157,R,95053,hh_5040441
4696047,13158,12,95066,hh_2981358
4697917,13159,1,95058,hh_3000910
4697920,13160,R,95032,hh_3001267
4698316,13161,R,95048,hh_4656510
4698334,13163,R,127257,hh_3011311
4700298,13166,R,95042,hh_3007980
4701822,13170,5,95040,hh_3018187
4701840,13171,4,95038,hh_3001926
4705798,13173,4,95037,hh_2995980
4705800,13175,5,95060,hh_2982139
4705804,13178,4,95033,hh_3008474
4709517,13179,N2,95055,hh_2979762
4715122,13181,4,95060,hh_2979637
4715295,13183,R,95034,hh_2981176
4715318,13187,R,127257,hh_3008053
4715333,13188,R,127257,hh_3008947
4716038,13190,R,95031,hh_3006958
4716159,13191,R,95042,hh_3007786
4716325,13192,R,95034,hh_3008467
4716347,13193,R,95041,hh_2980532
4718515,13196,R,95108,hh_3000538
4718516,13197,1,95026,hh_3000451
4718538,13198,R,95037,hh_3007410
4718543,13199,N2,95037,hh_3005419
4718583,13203,R,95041,hh_2982385
4720500,13204,4,95103,hh_1418730
4721962,13205,4,95057,hh_3005281
4721964,13206,4,125354,hh_1434602
4725142,13208,1,95023,hh_3005018
4725565,13209,1,95058,hh_2981026
4732648,13211,N2,95052,hh_4656770
4736322,13212,R,95108,hh_4656886
4736323,13213,1,95024,hh_3007353
4736324,13214,R,95034,hh_2979645
4736325,13215,R,95041,hh_2980508
4736368,13216,R,95022,hh_2981841
4744796,13217,4,95021,hh_3007610
4744805,13218,4,95030,hh_2980205
4744806,13219,4,95048,hh_1434526
4748912,13220,4,95047,hh_3000283
4748915,13223,4,95038,hh_3001641
4749469,13225,5,134849,hh_3000327
4751949,13226,6,127257,hh_3007932
4755214,13228,R,127257,hh_2995621
4757150,13229,4,95052,hh_1434830
4757155,13232,10,95061,hh_3001253
4761988,13234,2,95043,hh_3000168
4766665,13235,R,95059,hh_3014512
4766666,13236,1,95059,hh_3008195
4766667,13237,1,127257,hh_3007734
4766703,13238,R,95038,hh_3000226
4766757,13239,R,95045,hh_2982050
4766759,13240,R,95043,hh_3005852
4766810,13241,R,127257,hh_3011517
4766820,13244,R,95023,hh_3005350
4767131,13246,1,95040,hh_3001989
4768490,13248,R,95021,hh_4996114
4770598,13249,3,95021,hh_3007495
4771673,13252,2,95058,hh_3000943
4771674,13253,R,95041,hh_2980372
4775371,13256,1,95045,hh_3005863
4775377,13257,1,95027,hh_2981721
4775389,13258,R,95048,hh_1434836
4775412,13262,N2,95042,hh_3002099
4775454,13264,N2,95057,hh_3006361
4775456,13265,R,95035,hh_3005608
4775463,13267,R,95037,hh_3005258
4775477,13271,R,95025,hh_2979482
4776900,13275,R,95047,hh_3001676
4777421,13276,4,95020,hh_2605391
4777422,13277,9,95062,hh_3005166
4782366,13281,R,95030,hh_2979924
4782869,13285,R,95059,hh_3008901
4782879,13286,1,95046,hh_3005741
4783591,13289,3,95057,hh_3005839
4784227,13290,5,95027,hh_2981947
4784506,13292,R,95022,hh_2981879
4784518,13297,R,134849,hh_3007364
4784555,13298,R,127257,hh_3007949
4784560,13299,R,95037,hh_3000690
4784595,13301,1,95038,hh_3001735
4784599,13302,1,134849,hh_3001488
4784612,13303,1,95038,hh_3001671
4784618,13305,R,95033,hh_3007047
4784704,13306,R,95031,hh_3008313
4787554,13308,N2,95041,hh_2980523
4788981,13310,6,95051,hh_3007174
4790270,13311,R,95020,hh_5042894
4791608,13312,4,95042,hh_3007457
4791621,13313,4,95020,hh_4656178
4794435,13315,4,95056,hh_2979603
4794893,13316,1,95045,hh_2981356
4795420,13318,N1,95030,hh_2980438
4795421,13319,3,95031,hh_3000148
4795427,13320,R,95027,hh_4995624
4795433,13326,N2,95030,hh_2980415
4795457,13329,R,95033,hh_3006849
4795459,13331,R,95033,hh_2981511
4795824,13334,3,95041,hh_2981220
4798691,13337,8,95067,hh_2980954
4798700,13338,13,95066,hh_3005969
4799046,13341,9,95061,hh_2981517
4799047,13342,12,95063,hh_3009781
4800905,13344,R,95031,hh_706883
4803393,13348,R,95032,hh_2981018
4804730,13351,1,95023,hh_2605367
4804733,13354,R,95052,hh_4656073
4804739,13355,R,95021,hh_3007514
4804745,13358,R,95039,hh_3005035
4804746,13359,R,95038,hh_3001950
4804747,13360,1,95038,hh_3000162
4804748,13361,R,95039,hh_2607199
4804749,13362,1,95040,hh_3001767
4804752,13363,1,95038,hh_3001808
4804753,13364,2,95038,hh_3001976
4804754,13365,R,95040,hh_3001741
4804759,13368,R,95037,hh_3007228
4806235,13369,12,132193,hh_1400632
4807200,13371,N2,127257,hh_2996326
4811248,13377,R,95033,hh_3006436
4811250,13379,1,95040,hh_2993163
4814281,13384,2,95057,hh_3006313
4814339,13385,R,95054,hh_3008538
4815449,13388,3,131819,hh_2995467
4818691,13391,N2,95032,hh_3000973
4818693,13392,N2,95032,hh_2994744
4819331,13395,N2,95055,hh_2980048
4819794,13400,4,95041,hh_2980291
4820170,13403,1,95108,hh_2623270
4820807,13404,1,135698,hh_4985246
4821201,13405,13,95066,hh_2560468
4823022,13406,R,135698,hh_2605507
4823025,13407,R,95027,hh_2982003
4823031,13408,R,95039,hh_3006071
4823878,13411,1,95058,hh_3000907
4823881,13413,1,95032,hh_2981913
4823882,13414,R,95058,hh_3008193
4823982,13415,R,95037,hh_3007186
4824483,13416,1,95032,hh_2981122
4826916,13417,7,95064,hh_2998798
4829328,13419,12,95068,hh_3008710
4830639,13422,R,95022,hh_2627009
4831456,13424,3,95031,hh_3001829
4831584,13426,N2,95017,hh_4656482
4831585,13427,R,95052,hh_4656690
4833701,13429,12,95062,hh_3005254
4834130,13430,N2,95024,hh_3006866
4834134,13432,R,95021,hh_3008103
4834254,13436,R,95038,hh_3001614
4834266,13438,1,95059,hh_3008224
4834301,13441,1,95058,hh_3000953
4834308,13443,N2,95033,hh_3006369
4834363,13449,R,95055,hh_2979581
4834385,13453,1,95042,hh_3007715
4835406,13454,R,95035,hh_2604832
4836028,13455,N2,95055,hh_2979322
4836099,13457,1,95023,hh_2605282
4836124,13460,1,95051,hh_3000280
4836127,13461,1,95042,hh_4996270
4836128,13462,N2,95021,hh_3007669
4836144,13463,R,95024,hh_2981474
4836177,13464,R,95045,hh_2981696
4837854,13468,1,95035,hh_3005638
4837861,13469,N2,95017,hh_4656177
4837862,13470,R,95023,hh_3005543
4837868,13471,R,95035,hh_3006265
4837927,13474,1,127257,hh_3008114
4837942,13476,R,95027,hh_3006526
4838238,13481,R,95051,hh_3007051
4842431,13483,R,95055,hh_2979807
4842501,13484,N2,95035,hh_2624282
4843132,13486,5,95032,hh_3001222
4843138,13491,R,95020,hh_4655964
4843139,13492,2,95021,hh_3007489
4843140,13493,R,95020,hh_2979148
4843141,13494,R,95025,hh_2979461
4843147,13499,R,95043,hh_3008389
4843148,13500,R,95043,hh_3001689
4843150,13502,N2,95017,hh_2605500
4843152,13503,N2,95017,hh_5042910
4843177,13510,R,95037,hh_3006854
4843178,13511,R,95043,hh_3000725
4843179,13512,R,95038,hh_3001492
4843182,13515,N2,95032,hh_2588193
4843184,13517,4,95032,hh_2980666
4843187,13520,R,95035,hh_2626868
4843191,13522,R,95037,hh_3005431
4845874,13523,10,132193,hh_2626999
4848264,13524,R,95041,hh_2980624
4848278,13525,4,95039,hh_3005038
4848283,13526,1,135698,hh_2979221
4848638,13527,R,95031,hh_3002041
4848639,13528,R,95031,hh_2993563
4848640,13529,1,95031,hh_3001829
4848647,13530,1,95026,hh_3017364
4848648,13531,2,95026,hh_3000384
4848649,13532,R,95027,hh_2981744
4848650,13533,R,95030,hh_2981159
4848825,13536,1,95031,hh_3001433
4848826,13537,1,95032,hh_2981152
4848827,13538,R,95020,hh_4656127
4848828,13539,N1,95017,hh_2990260
4848829,13540,1,95020,hh_4656341
4848830,13541,R,95023,hh_2605104
4848831,13542,1,95021,hh_3007570
4848834,13545,R,95023,hh_3005412
4848837,13548,R,95020,hh_4656499
4848838,13549,N2,95020,hh_4656086
4849128,13551,1,95022,hh_2982004
4849657,13554,R,95021,hh_3007877
4849659,13556,R,95021,hh_2996249
4849662,13557,R,95039,hh_3005786
4849672,13562,R,95032,hh_2981541
4849674,13564,3,95035,hh_3006286
4853610,13568,12,132193,hh_2612419
4854336,13571,4,125354,hh_1434921
4854341,13572,4,95040,hh_3000557
4855040,13573,N2,95035,hh_2981827
4855041,13574,R,125354,hh_1434546
4855042,13575,5,95027,hh_2979001
4856336,13578,R,95022,hh_2627188
4857240,13579,R,95026,hh_3006962
4857941,13581,R,95048,hh_1434601
4858360,13583,2,135698,hh_2566293
4859473,13584,4,127257,hh_3008090
4860952,13586,R,131819,hh_2995240
4863021,13588,R,95054,hh_3008725
4863075,13590,R,95031,hh_4996258
4863118,13592,R,95022,hh_3007008
4863949,13593,1,134849,hh_4996062
4865051,13595,R,95052,hh_4656438
4866044,13597,1,95044,hh_3008402
4866049,13598,R,95032,hh_2981286
4867111,13600,N2,95017,hh_4656497
4867112,13601,R,95024,hh_3006793
4867180,13602,1,95046,hh_3005964
4867231,13604,R,95037,hh_3005091
4867248,13605,R,95055,hh_2979688
4867267,13606,1,127257,hh_2984039
4867279,13607,R,95058,hh_3000969
4867284,13608,R,95046,hh_3005845
4867286,13609,R,95034,hh_2980135
4867317,13611,R,95037,hh_3006662
4867340,13612,R,95059,hh_3011127
4869130,13614,2,95022,hh_2982284
4877462,13624,1,95037,hh_3000556
4877463,13625,R,95038,hh_3000743
4877467,13627,R,127257,hh_3007956
4877470,13628,R,95055,hh_2979781
4877481,13630,R,95023,hh_2623784
4877490,13631,R,95039,hh_3005877
4877495,13632,R,95044,hh_3010188
4877516,13633,1,95047,hh_4962815
4877518,13635,R,95039,hh_3004979
4877519,13636,R,95035,hh_3006061
4877523,13639,R,131819,hh_3007482
4877527,13640,R,131819,hh_3002055
4877547,13641,R,95108,hh_2982095
4877549,13642,R,95024,hh_2981524
4877572,13643,1,95024,hh_4996239
4877579,13644,1,95051,hh_3000450
4877593,13646,R,95023,hh_2605352
4882073,13648,R,125354,hh_4656574
4883721,13650,R,95026,hh_3000782
4883722,13651,R,95026,hh_3000616
4883756,13656,R,95033,hh_3007098
4883759,13657,4,95044,hh_3014604
4885518,13658,6,95032,hh_2993394
4885519,13659,R,95020,hh_4656029
4885521,13661,R,95023,hh_2605104
4885526,13666,R,95031,hh_3002168
4885534,13672,N2,95017,hh_2566348
4885537,13673,R,95046,hh_3005683
4885538,13674,R,95046,hh_3006204
4885544,13676,6,95038,hh_3001927
4885548,13679,R,95035,hh_3006211
4885552,13680,R,95037,hh_3005096
4885553,13681,R,95037,hh_3005275
4885555,13683,R,95037,hh_3000555
4885880,13684,1,95040,hh_2993004
4886627,13685,R,95043,hh_3002120
4887919,13686,12,95066,hh_2569391
4888968,13688,1,135698,hh_2979917
4888970,13689,R,95056,hh_2982253
4889009,13691,1,131819,hh_2993433
4890645,13693,R,95059,hh_3011566
4890662,13694,1,95045,hh_4996232
4890676,13697,R,95043,hh_3001821
4890769,13698,R,95043,hh_3002102
4890776,13699,R,127257,hh_3007904
4891547,13703,R,95059,hh_3008397
4891639,13705,N2,95021,hh_3007663
4891642,13706,R,127257,hh_2996356
4893453,13710,1,95046,hh_3005037
4893584,13714,R,95024,hh_3006877
4894051,13715,R,95042,hh_3008266
4895526,13716,4,95020,hh_4656103
4895529,13718,10,132193,hh_3001526
4897590,13720,R,95032,hh_3014323
4897887,13721,R,95020,hh_2600215
4897889,13723,R,95033,hh_2981328
4897946,13724,R,135698,hh_2560230
4898439,13728,1,135698,hh_4995521
4899208,13730,N2,95034,hh_2978884
4899642,13731,13,95066,hh_2560471
4899660,13733,9,95061,hh_3008709
4899707,13734,12,95071,hh_2981517
4899950,13735,1,95032,hh_3001648
4900196,13736,1,95108,hh_1434553
4900219,13738,R,95059,hh_3008076
4902939,13739,4,127257,hh_3011064
4905344,13740,5,95020,hh_4656120
4905714,13741,R,95026,hh_3000688
4910517,13747,2,95043,hh_3002133
4910524,13748,N1,95017,hh_1434920
4910526,13750,2,95020,hh_4656357
4910528,13752,N1,95030,hh_2979922
4913140,13755,R,95031,hh_3007477
4914475,13759,12,95063,hh_4577077
4916572,13761,7,95066,hh_2982046
4916573,13762,4,95044,hh_3000250
4920457,13767,R,127257,hh_3008190
4920461,13768,R,95059,hh_3007913
4920462,13769,R,127257,hh_3007974
4923673,13771,1,95047,hh_3000822
4923680,13773,4,95031,hh_2993625
4923683,13776,2,95027,hh_2979001
4923709,13777,R,95103,hh_2989431
4929745,13779,R,95057,hh_3006982
4930260,13781,2,95031,hh_3001636
4930881,13784,N2,95052,hh_4656460
4931600,13787,R,95037,hh_3006617
4931605,13789,R,95020,hh_4656493
4931609,13793,1,95032,hh_2981018
4931610,13794,1,95030,hh_2980420
4932079,13796,N2,95022,hh_2979612
4937047,13799,1,95023,hh_2604843
4940858,13800,R,95045,hh_2981189
4941374,13801,5,95047,hh_3002124
4944093,13802,N2,95022,hh_2981906
4944172,13807,R,95056,hh_2605496
4947627,13811,R,125354,hh_4656536
4947630,13812,1,95025,hh_4656307
4947641,13813,1,95026,hh_3000598
4947653,13814,R,95021,hh_3008545
4947659,13815,R,127257,hh_2996301
4947672,13816,1,127257,hh_3010951
4948459,13817,1,127257,hh_3008189
4948539,13818,R,95053,hh_4655861
4948844,13819,R,127257,hh_3014255
4948892,13822,R,127257,hh_3009809
4948893,13823,R,95022,hh_2605452
4948895,13824,R,95051,hh_3000869
4948899,13825,R,135698,hh_2978854
4948901,13826,R,95027,hh_2981620
4948902,13827,R,135698,hh_2979386
4948906,13829,R,95047,hh_3006422
4948915,13831,R,95027,hh_2981099
4948919,13832,R,95058,hh_3001023
4949001,13841,R,95047,hh_2980513
4949011,13842,R,95034,hh_2979568
4949013,13843,R,95060,hh_2979355
4949015,13844,R,95060,hh_2981169
4949019,13845,R,95039,hh_3005032
4949088,13846,1,95023,hh_2604700
4949100,13850,N2,125354,hh_4656935
4951698,13855,R,95025,hh_4656307
4951744,13858,N2,127257,hh_3008009
4951757,13861,R,95035,hh_3006065
4951773,13862,1,95045,hh_3007385
4951776,13863,R,95045,hh_4996243
4953003,13866,3,125354,hh_4656351
4954243,13870,5,134849,hh_3000976
4954446,13871,R,95108,hh_3000258
4955141,13872,R,95060,hh_2979681
4955219,13880,1,95023,hh_2604651
4956190,13886,R,95060,hh_2979134
4956202,13888,R,95031,hh_3001799
4956204,13889,R,95058,hh_3001233
4956210,13891,R,95030,hh_2981494
4957363,13894,1,95059,hh_3011375
4957477,13895,R,95057,hh_2992049
4957495,13896,1,95040,hh_3001722
4958657,13900,N2,95030,hh_2980514
4963857,13905,R,95026,hh_3000616
4963887,13908,6,95031,hh_3000216
4964803,13914,R,134849,hh_3008251
4964806,13915,1,95035,hh_3006289
4964855,13921,R,95033,hh_3000429
4964947,13924,R,95023,hh_2605326
4964957,13926,R,95023,hh_2605030
4965112,13929,R,95031,hh_3001944
4965113,13930,N2,95017,hh_4655942
4965114,13931,R,95020,hh_4656191
4965115,13932,R,95058,hh_3001115
4965117,13934,R,95024,hh_3007108
4965118,13935,1,95024,hh_3006233
4965121,13938,N2,95017,hh_4656145
4965128,13941,R,95052,hh_5042911
4965129,13942,R,95021,hh_3007877
4965134,13944,R,95040,hh_3001407
4965136,13946,R,95039,hh_3005816
4965146,13949,5,95038,hh_3000162
4965149,13952,R,95034,hh_2979071
4966051,13955,R,95034,hh_2979068
4966668,13958,N2,95042,hh_3007448
4967964,13961,N2,95034,hh_2980055
4967965,13962,N2,95034,hh_2979983
4967969,13963,1,95058,hh_3001155
4967979,13964,N2,95041,hh_2980532
4968967,13965,R,95034,hh_2979171
4969592,13966,N2,95034,hh_2980022
4969599,13967,N2,95034,hh_2978969
4969633,13970,N2,95047,hh_2573022
4970394,13971,R,95040,hh_3001970
4970635,13972,R,95053,hh_4655906
4970638,13973,1,95031,hh_3000800
4976859,13978,R,95043,hh_2995239
4976879,13979,N2,95026,hh_3006957
4976991,13982,3,95031,hh_3001764
4977172,13984,13,95066,hh_3002116
4978035,13985,R,95035,hh_3005997
4978050,13986,R,95024,hh_3007232
4978112,13989,R,95046,hh_3005709
4978930,13991,R,95060,hh_2980044
4982450,13995,R,95027,hh_2981336
4982463,13997,N2,95031,hh_3007807
4985689,13999,1,95048,hh_1434598
4985745,14000,R,95024,hh_3007190
4989394,14004,N2,95022,hh_2981715
4989397,14005,N2,95039,hh_2604563
4990649,14006,R,95020,hh_2979356
4990855,14008,N2,95017,hh_5042914
4990858,14010,R,95024,hh_4656727
4990859,14011,R,95024,hh_4656235
4990861,14013,N2,95032,hh_3005502
4991306,14015,R,95034,hh_2978867
4991328,14017,R,95059,hh_3010113
4991835,14018,1,95056,hh_2981949
4992766,14019,R,95031,hh_3001376
4992770,14020,1,95059,hh_3008370
4992842,14022,R,95055,hh_2979780
4992872,14023,R,95054,hh_3008126
4994246,14024,1,95044,hh_3014348
4994285,14026,R,95059,hh_3011598
4994295,14028,1,95023,hh_3005085
4994688,14030,R,95037,hh_3006756
4995029,14031,R,95027,hh_2982148
4996711,14032,1,95047,hh_3001454
5004080,14033,R,95041,hh_2980157
5007705,14034,8,95061,hh_2997984
5008725,14035,10,95061,hh_2996880
5009032,14036,1,95058,hh_3001219
5009117,14037,1,95031,hh_3001777
5009719,14038,10,95067,hh_2980759
5013017,14040,R,95060,hh_2982101
5013019,14041,R,95051,hh_3006144
5019504,14043,11,95061,hh_2991370
5019544,14044,11,95061,hh_4576368
5022514,14048,R,95038,hh_3000142
5025520,14049,1,95042,hh_3007741
5025549,14051,R,95021,hh_3007610
5025583,14052,R,95046,hh_3005763
5025592,14053,1,127257,hh_3008201
5025605,14055,R,127257,hh_3001080
5026220,14057,1,95045,hh_1428723
5026222,14058,1,95039,hh_2604497
5027250,14062,1,125354,hh_2979318
5027252,14063,R,95052,hh_4656325
5027282,14064,R,95052,hh_4655929
5027328,14067,R,95020,hh_4656157
5027336,14068,R,95026,hh_3006904
5027352,14069,R,95034,hh_2980047
5027384,14072,R,95046,hh_3006387
5027414,14074,R,95037,hh_3006666
5027449,14075,1,95059,hh_3010969
5027452,14076,R,95059,hh_3008346
5027454,14077,R,127257,hh_3008632
5029147,14078,R,95021,hh_2996269
5029204,14080,R,95039,hh_2604827
5029234,14082,1,95057,hh_3007114
5029245,14083,1,134849,hh_3001447
5029249,14084,R,95021,hh_2980522
5029251,14085,1,95031,hh_3002063
5029576,14097,N1,95017,hh_4656041
5029577,14098,N1,95030,hh_2980096
5030990,14100,1,95023,hh_3005156
5030991,14101,1,95023,hh_2605294
5031027,14106,R,127257,hh_3008761
5031028,14107,R,127257,hh_3008749
5031066,14109,R,95035,hh_4995621
5031081,14110,R,95045,hh_3006394
5035144,14112,N2,95030,hh_2980206
5043119,14113,R,135698,hh_2559968
5046659,14115,N2,95034,hh_2979257
5046700,14117,N2,95033,hh_2982114
5048920,14118,2,135698,hh_2981271
5054084,14119,10,95065,hh_3005373
5054103,14120,R,125354,hh_1434461
5055468,14121,R,95035,hh_2982269
